File,text,human_score,ai_score,Source_of_text
21.txt,"I was born in a small, quiet and peaceful village. Like other children in the village, I hope that one day I will live in a big city. Because I think that it is better for children to grow up in a big city than in the countryside. There are many advantages when living in a big city.
Firstly, the infrastructure in big city is much better than in the countryside, so the life there is more convenient. There are many highways and long, big bridges, which make transportation easier. With so may transport means such as taxi, family car, bus, cycle... it is very easy for you to go anywhere at any time. Along busy streets are tall, beautiful buildings. They are hotels, restaurants, embassies, hospitals, schools, private village big schools, big hospitals equipped with modern facilities make the study and treating disease more effective. Living in big cities, children have good opportunities to learn in good schools and examine in good hospitals. In entertainment centre, there are many games to develop children' body including physical games and intellectual ones. Children can play there after hard periods in class. In big cities, telecommunications are also completed. Children can access with new technology easily. It's wonderful to live in big city. That's reason why I wanted to stay in my uncle's house in Hanoi, capital of Vietnam, when I visited her at the children' age.
Secondly, big cities are not only economic centers but also social, cultural ones of a country. People here are active, polite, and intelligent... They are always busy with their work. It's good for children to get acquainted with people like them. Children can learn more from life in big cities than in the countryside. The life is hard and difficult, so it's good to adapt to it when you are children. The life in city helps children to have beautiful dream and have chance to make these dream come true.
Although there are also disadvantages in big cities such as social evils, environmental pollution, and noise... living in big cities is still dream of many people. It is better for children to grow up in big cities and have weekends in the countryside enjoying fresh air than live in the countryside and rarely come to city. In brief, children can develop comprehensively when living in big city.
  
 ",0.9834,0.0166,HUMAN
35.txt,"There are many advantages and disadvantages to offering employees job security for life. In Japan, for example, prospective employees know that their employers will provide them with job security for their entire working days and they are better able to plan for their future and family. However, many businesses are now realizing that their employees have less motivation to work and this leads to less profit for the company. I will describe the advantages and disadvantages of this system in this essay and I will show that ultimately “jobs for life” is not good for a society.
Job security is very important for both the employee and the employer. For the employee, job security is important because she can depend on her source of income and better plan her future accordingly. For the employer, the employee represents an investment because of the number of hours of training required and the company will continue to have a return on this investment. As we all know, feeling secure about where our future income will come from is very important for our well-being—anybody who has lost a job and has had trouble finding a new one knows that this transition period can cause a lot of anxiety.
However, job security tends to lead to decreased productivity. In general, employees who are certain that they can never lose their jobs tend to work less efficiently, thereby contributing to an overall reduction of productivity in the company. A common example all over the world is that of civil servants. In Thailand, for example, many government workers are so indolent that it can take days or months for something to be finished that should only take a few days. It is not uncommon to walk into a government office and see employees filing their nails, making personal calls on the telephone, taking three-hour lunches, or surfing the Internet for fun.
Finally, the model of capitalism is proving to be the most efficient model that we have right now. This model of job security completely contradicts the foundations of capitalism. We can see in the United States now that people are starting to change jobs, even careers more and more often. Some career consultants even recommend that employees find new jobs every three to five years. Even in countries that still offer job security for life, this model is showing signs of dying out. For example, in Japan, once famous for its lifelong jobs, both employees and employers are starting to expect that these jobs will not last a lifetime. Many of my Japanese friends travel back and forth between the United States and Japan are have been able to find temporary professional jobs while they are in Japan.
In short, I disagree that companies should offer their employees jobs for life. We can see this example in some parts of the world and in other areas in the United States, but these examples are generally regarded as outmoded ways of conducting business. Finally, the models of capitalism, even though it may seem cruel, the so-called “law of the jungle,” are proving to be the most effective way to raise the standard of living of a country.",0.9982,0.0018,HUMAN
23.txt,"I have been working for 6 months in a dental clinic. This time allowed me to meet in different ways my co-workers. I’m working with many kinds of people and I am spending a lot of time with them everyday. And now, I know a little bit about them. In my opinion some characteristics of a co-worker are help everybody in the office, good communication, Responsibility and create a good work's atmosphere.
Helping each other’s is really interesting because you will finish fast. When I’m in the office, my partner Rachel brings me help and we both finish in less time I think that without her help, I probably spend hours. You can make more tasks in less period of time when somebody brings you help. Helping is a good way to meet people. When you work with other people is like a team. Things won't work well if you don't share your abilities with the people around you in the office. Everybody is important to make an excellent work.
Being responsible is the best characteristic of a co-worker because it means that you really care about your job and your working environment. Being responsible is demonstrated dedication and respect for others. Therefore, everybody will have an excellent impression if you are responsible with your work.
In addition, when you are working you want to have a good relation with everybody in the office. Avoid talk bad or critic ate about somebody else from the office. I don’t like to work somebody who is bossy or always in a bad mood. If my coworker knows something else, it is good to share knowledge. I always have good attitude and open mind to learn new things. I love to work with nice people. That makes me feel in excellent mood and always available to enjoy my job.
For all these reasons some characteristics of my coworker are: Responsibility, Nice and kind with everybody. Available to help.",0.9999,0.0001,HUMAN
37.txt,"The world always moves and develops all the time. Transportation vehicles also have been changed by time. So far, there have been many transportations vehicles such as: automobile, bicycles, and airplanes… When these transportations vehicles were invented, they all make people’s lives change. In these essay, I would like to talk about the way airplanes change people’s lives because among three transportations vehicles: automobiles, bicycles, airplanes, I think airplanes have changed people’s lives the most powerfully.
Firstly, airplanes change the way people move. Before airplanes were invented, people could go on land, on water and dreamed to fly like birds on the sky. The dream came true when the first airplane was produced. Since then, people have been able to fly on the sky, see everything from height. That’s wonderful feelings. Therefore, airplanes are great invention. They have given people new feelings. On the basic of airplanes, people can continue their dream more and more such as: coming to another plane…. Producing airplanes is the first step to approach to long step after that.
Secondly, advantages of airplane make people more comfortable in the life. The speed of airplane is very fast, so people can save time, which is one of the most precious things of each person. It takes a little time to go from one place to another than other transportation vehicles like automobiles, bicycles, and train… In Vietnam, it takes forty-eight hours to come from Hanoi to Ho Chi Mink city by automobile; meanwhile it takes two hours by airplane. Moreover, services of airplane firm are very good. Thus, it is convenient for passenger to choose airplane to go anywhere. Perhaps, airplanes aren’t the safest transportation means, but with long distance, it is better to choose airplane.
Finally, with airplanes, the relationship between people is more and more closer. It is easier to meet cousins in family, friends because going by airplane is very convenient. The special days like New Year, Noel… are gladder because every member in family can attend. The world seems to be smaller. Airplanes connect every part in the world. The distance wasn’t a big problem when airplanes were born. In conclusion, airplanes really change people’s lives. It is evident fact that all the affect of airplanes on people’s lives are good. Airplanes make life better.",0.9999,0.0001,HUMAN
122.txt,"I totally disagree with the statement that decisions that people make immediately are always wrong. Some decisions need to be made after careful thought, while some decisions have to be made immediately due to the limit of time.
In the real life, people don't always have enough time to think about what kind of decisions they need to make and how many options they have in order to reach the optimum result. Time does restrain people from making decision after careful of thought. The first case happens in the stock exchange market. The price of stock changes every minute, even every second. The brokers need to make immediate decision to buy or sell. If they spend a long time on making decision, they will lose chance to make a lot of money, the stocks will never be available when they make final decisions. Even though quick decisions might make brokers to lose some money, but there are still 50% chance to make much money. If they don't make a quick decision and miss the chance, they will never make money. So from this case, we can conclude that immediate decisions are not always wrong.
Another case comes from sports. During the soccer game, the team members usually have been assigned duties and given strategies before the game by the coaches. But during the last 5 minutes, two teams have the same score, one of team must win this game so that they are eligible to attend the semi-final, at the same time the coach of this team has no more chance to give his team member more suggestions. Therefore, the team members need to change their old strategies on their own so that they will have chance to win. But if members take more time than 5 minutes to make decision, they might make a best decision, but this best decision won't work at all since time is up. They will absolutely lose the chance to win. However, if they make a quick decision, it is very possible for them to win this game and get into the semi-final.
From the above two cases, we can conclude that the statement that decisions that people make immediately are always wrong is not right. Sometimes people need to take the chance to make decision immediately so that they can gain something instead of completely losing.",0.9942,0.0058,HUMAN
123.txt,"We meet strangers on a daily basis. We meet them when waiting for the bus, queuing up at the bank or even when having lunch at a restaurant. For most people, they often form an opinion on the people they meet the minute they meet. Their basis for this act is that 'first impression is always right'. Nonetheless, how true is this statement? Humans are complex creatures, thus, it is impossible to dissect them in just one minute. Therefore, though occasionally first impression may be right, most of the time they are not as knowing a person inside out is never an easy process.
Shrek in 'Shrek' quoted ""Just like onions, I have layers"". So true is that remark that each layer is different from the other. Humans are like that too. We have feelings and emotions, which not all of them are displayed in a single day. This in turn making the process of friendship a lengthy one. Therefore, to trust first impressions is obviously a silly act, as human characters are only fully understood only after a certain period of time.
In addition to that, moods also play an important role when we judge a person. Humans, as we all know, have their ups and downs and this often affect their judgment if they are not able to control it. The same goes when judging another person. When the mood is right, we might see everybody around us as saints and angels who really make our day. However, imagine when we had a bad day at work, even the nice considerate waiter might seem pushy.
Nevertheless, there could be another group of people who trust their instincts, and stand by it. These groups might argue that first impressions are based on instincts, and as instincts are subconsciously based on past experience, hence, first impressions are reliable. Their point is arguably true, but can anybody actually determine the amount of experience needed to ensure that the instinct is correct? Surely, nobody can.
In conclusion, humans are the most complex animals on the face of the earth. Just as much as we like to believe that we all feel happy for the same joyous moments, feel pain for same suffering, the truth is, it is not so. This is because we have different characteristics that differ us from one another. Therefore, as the saying ""never judge a book by its cover"", we should not fully trust in first impressions as it is not only cruel, but also unfair to the person we judge.",0.9997,0.0003,HUMAN
36.txt,"Attending a live performance is really more enjoyable than watching the same event on television. As I am very interested in football matches, I have experienced that watching a football match at a stadium is not comparable with watching the same thing on TV. I never forget the first time that I went the stadium and the match is inscribed in my mind. It was an unforgettable event.
At a live performance, you can see everything that is not possible on TV. Cameras zoom on special scenes and you cannot see what is going on the rest of the stage. For example, at a football match, the cameraman always tries to see the ball and its related events. When you are watching a football match on TV you cannot see that a player kicks another one because it is out of stage. But when you are present at the stadium you can easily see it.
On the other hand, you can cheer and boo and even cry in a live performance. A crowd like you has attended the match. All cheer and shout together and it encourage you to take part in their happiness. This is really enjoyable. Imagine you were attending Michael Jackson show then you could dance, whistle and cheer. This was not the case when you were at home. You might be alone because others did not like that specific show or they wanted to study. So you could neither dance nor cheer. You had to sit before T.V and turn down its voice. It is not enjoyable at all.
Another advantage that you achieve by virtue of attending a live performance is that you can have the feeling of participating in the performance. Every thing is live. If it is a football match for instance, then it is as if you were playing yourself. You were part of the match and could sense the kicks of the players on the ball.
Above all advantages, there is only one disadvantage. It is that you must pay money to buy the ticket and spend time to reach the location of the performance. But it does not matter for me. By considering that I can achieve many things like seeing any event, cheering and shouting and feeling that I am participating in the performance are with no doubt unforgettable and highly enjoyable. I myself attend a football match even if it was in another country and it would cost me money and time.",0.9997,0.0003,HUMAN
22.txt,"A greater number of people are now hitting the eighty-year mark than ten years ago. In fact, the life expectancy of the average human has gone up considerably, and is rising still. This phenomenon is the result of several reasons. For one, continuing scientific and medical innovation ensure that more people receive the treatment they require. As our knowledge grows regarding various diseases, we become better equipped to tackle them. Consequently, we have managed to eradicate some diseases on a global scale, while controlling the other diseases, so that the rate of mortality does not reach an alarming height during the outbreak of a disease. The plagues of yore, as well as the more recent plague outbreaks are becoming few and far in between. Such control of diseases means that the general life expectancy has gone up.
Diseases such as cancer, which used to result almost inevitably in death, are now curable, provided they are diagnosed at a certain stage. Diseases such as tuberculosis and cholera now cause fewer deaths than they used to only a few decades ago. Another reason for the greater life expectancy is the general betterment of the quality of life. What we call the ‘global village’ is fast becoming a city. And in this city, more and more people are being provided a better level of hygiene than ever before. A better and improving system of communication ensures that the latest medical discoveries in the United States and Europe are known all over the world in a space of a few days. Therefore, more and more people have access to better health care. Even people living in relatively remote areas have access to some kind of medical facilities. Though these facilities may be incapable of handling a crisis, they may help prevent death in cases that require antibiotics and antivenin, thereby preventing death by infection or poison.
The increase in awareness also means that people in general are becoming more aware of the risks of various diseases. For instance, more people now, than two decades ago, are aware of the scourge of cholesterol and the havoc it wreaks on an individual’s circulatory system. Similarly people are becoming aware that prevention is, after all, better than cure and are taking the appropriate steps to prevent infection from diseases.
In general, though, the increased life expectancy owes much to the revolution in communication. It may be mentioned that even two hundred years ago, inventions and discoveries were being made. However, they did few people any good. It simply took too long to disseminate the information. The general level of awareness regarding health was also low. However, it has been noticed that since the inception of communication through first print, and then radio and television, the level of awareness regarding health has generally risen. To illustrate, print facilitated the spread of knowledge through books. Radio helped bring that knowledge to many people. Television helped to further this knowledge and disseminate is amongst an even greater number of people. And finally, the Internet has removed the final barriers between intercultural and interracial communication. In the coming years, we may hope to see an even greater increase in life expectancy, even as communication techniques continue to improve.",0.997,0.003,HUMAN
26.txt,"My hometown, Pentair Remiss, is a small fishing village located in west Malaysia. You can hardly find a shopping center there in the neighborhood. I, together with most of the residents in this town, would definitely most welcome the proposal of building a large shopping center in our neighborhood.
Nearly one half of the residents in my neighborhood have to seek for a job in big city like Kuala Lumpur or Singapore. This is because most of the youngsters in my village are reluctant to follow their ancestors’ step to become a fisherman. They wish to pursue a better job in the city. By building a big shopping center, it will surely bring up a lot of working opportunities for the community. Some can work as executives while others can work as salesperson in the shopping center.
Other than that, the establishment of a large shopping center will provide the community a more comfortable and more convenient place to shop. As the weather in Malaysia is so hot, it will be an ideal spot to go shopping for its air-conditioning environment compared to the small stuffy grocery store down the town. On the other hand, it is much more convenient to shop in large shopping center where you can get nearly most of the goods here, from veggies to undergarments, just name it.
Furthermore, the shopping center will most probably benefit the community by offering goods in better price. The shopping center will eventually exist as a main competitor to the other grocery stores and sundry shops in town. Therefore, every store will try to win their customers by lowering the price and at the same time offering better services. And the customer will certainly be the winner in this ‘pricing war’.
In a conclusion, I fully advocate the idea of building a big shopping center in my neighborhood, which will be beneficial to this small town.",0.9999,0.0001,HUMAN
127.txt,"What is the worth of education if cannot cultivate us into well-rounded adults. I do not consider education with only the core courses -- math, science, history and English true education. All students should be given the opportunity to learn the wonders of art and music.
Art and music are considered liberal education. They are the foundation for everything. You can't say directly what good art and music what is the point of education if it does not cultivate us into well-rounded adults? I don't consider education bring. But without the appreciation for art and music nothing accumulates. Music tames the mind, it prepares the soul for the daunting tasks we face each day. Music brings inner peace and keeps our anxiety down. Students must learn in order to appreciate the wonders in music.
Art works in the same way too. Kids ought to be given the opportunity to express themselves other than through speech. Art is the formation of the mind. They draw their minds out. They may find freedom and relieve in it.
It is important that secondary school kids be taught art and music. Art and music are the basis for learning. Other knowledge builds upon it. Moreover, parents sent their children to school with the hope that they excel in the future. Obviously, what our world need are no longer plain bookworms. It needs artistic well-rounded adults!",0.9945,0.0055,HUMAN
132.txt,"Many people believe that a large income equals success. I believe, however, that success is more than how much money you make. Some of those measures of success include fame, respect, and knowledge.
Most people assume that famous people are rich people, but that isn’t always true. For example, someday I would like to be a famous researcher. Few scientists are rich by today’s standards. Still, I will feel myself to be successful if I am well known. Additionally, there are many famous humanitarians who are not so rich. Mother Theresa was one. Certainly, no one would say she was not successful.
I also believe that being respected by co-workers indicates success. Without that, respect, money means little. For example, I once did some work for a top attorney in a law firm. He made a very good salary, but he was not a nice man. No one ever did work for him willingly. He ordered everyone around, and we didn’t respect him. In contrast, however, I had a wonderful band director in high school. He had to take extra jobs just to make enough money to support his family. However, his students had great respect for him and always listened to what he said. As a result, we were a very good band. In my opinion, my band director was more successful than the attorney was.
Finally, I think one of the most important indicators of success is knowledge. Wealthy people don’t know all the answers. For example, in the movie Good Will Hunting, the only person who could solve some complex problems was the janitor. He knew a lot, and decided what he wanted to do with that knowledge rather than just think about money. In my opinion, he was extremely successful.
When we think of history, there few people that we remember simply because they were rich. Overall, we remember people who did something with their lives-they were influential in politics, or contributed to science or art or religion. If history is the ultimate judge of success, then money surely isn’t everything.",1.0,0.0,HUMAN
126.txt,"Some people assert that playing games is important for adults. In my opinion the importance of playing games depends on the types of games considered. While some games may benefit to health, mental abilities, working capacity, or help to relax, others may harm the person playing in different ways.
I think the games that are important for adults to play include those requiring action, intensive thinking and teamwork. It has been medically proven that physical training is extremely important for adults. It helps not only to maintain fitness, but also enhances the capacity of thinking and working. Therefore participating in sports games, such as basketball, football, tennis and other action games is essential. Games that require intensive thinking develop logic, attention and unconventional approach. Among this type of games are puzzles, crosswords, and strategy games. And last, but not least, games that involve team work are important to develop further communicability, ability to make correct decisions with consideration of opinions of different people and other skills, because these skills are often used in everyday situations.
Still there are other types of games that may be harmful. These are lots of computer games, which cause severe eyestrain and exposure to radiation. Moreover, computer games not only harm health, but also have a negative impact on the working capacity. Many companies have stringent rules against their employees playing games during work-hours.
There is also one category of games, which I believe can be both harmful and beneficial. These are games played for money. On one hand, winning such a game the player feels positive emotions, which have an overall positive influence on the players’ health and financial situation. On the other hand, loosing the game can drive the person playing into disappointment and even into depression, thus harming his health, not to mention the loss of money.
Thus, in my opinion, the importance of adults playing games can be evaluated depending on the level of positive or negative influences that those game may have on the person involved.",0.9995,0.0005,HUMAN
27.txt,"Going to the movies is a pleasure for a lot of people and I'm one of those who are really fond of movies. When I heard that a new theater might be built in my neighborhood, I was first very excited about this idea. But after having had a good think about it, I wondered if it was really a good thing. First of all, I will focus on the reasons why I support this idea and secondly, I will move on to analyzing why I oppose this idea.
Over the past 10 years, it's abundantly clear that the seventh art has much changed. Indeed, from special effects to THX sound, we all could have seen the very progresses of the cinema. In spite of that, theaters remain the same and are getting older. As a matter of fact, it begins sometimes difficult for the audience to appreciate a movie at its real value. I mean, not only does the screen is most of the time to small, but the sound is also bad in a lot of theaters. In the case in point, it is bad in the old theater in my neighborhood. Therefore, I would say that it is a pity to see a ""modern"" movie in such conditions.
However, we should not forget that a theater is a place full of remembrances. For instance, a place where year after year, a lot of people have laughed, or shrilled, or cried in front of hundreds of movie, all different. Sometimes, you can see fathers who take their children in the same theater where they used to go twenty years earlier! We should bear all this in mind. So, I am in disagreement with those who think that a theater is just a place made of a screen, walls, and chairs, because it is much more than that. I strongly believe that it is made of remembrances and magic moments too.
All in all, as far as I am concerned, I agree to say that it would be a good idea to build a new theater in order to benefit from more comfort and better conditions. In the meantime, I can't help thinking that what matter most is, above all, all the remembrances kept into old theaters. To put it in a nutshell, I would say that I favor building a new theater, but I will keep on going to the older one.
  
 ",0.9993,0.0007,HUMAN
25.txt,"I live in the city of Kolkata, the city of joy. My hometown is one of the four metropolitan cities of my country, India. It is a big city with a huge population. Kolkata is the city of my birth and no doubt it is my favorite city. Kolkata, like many other metropolitan cities, has a number of features, some of which will really attract newcomers while others will keep them away.
Kolkata is a city that is full of life. Here, unlike any other city in India, people are cooperative and one can enjoy one's joy and happiness in company of others. In Kolkata, help is always available, even if one does not ask for it. This is really a unique feature of Kolkata, which makes it a different city. One can enjoy the festivals to the full extent of one's desire. During the festivals people come closer, even if they are not known to each other. It is the mood during the festivals, which brings all the Kolkata together.
Similarly, people are also available to share each other's sorrow and grief. Here, one will always find a company if he/she searches for solace and comfort. If someone is in distress people are always available to help him/her whatever may be the time of the day. Kolkata is a lively city. One will not feel the live ness of Kolkata unless he or she resides here.
However, in spite of the liveliness of Kolkata, it has some features that may upset a newcomer. One of these is the crowd. The roads here are quite crowded as are the buses on the roads. Its really difficult for a newcomer to get adjusted to these crowded roads. To walk on these roads people have to jostle one another's arms and tramp each other’s feet. There is a great rush on the roads during the peak hours and a lot of traffic congestion. As a result people are always late in reaching their destinations. Here, the number of vehicles passing through the roads is greater in comparison to the number of roads available, which results in traffic congestion.
So, a person who is planning to move to my city will like all its advantages but dislike all its disadvantages. However, even though Kolkata has a number of drawbacks and suffers from a lot of disadvantages, still it is my favorite city and will always be.",0.9931,0.0069,HUMAN
19.txt,"It's surely not so easy to be a good supervisor because you have to manage so many things and to deal with a lot of people, including your employees. In my opinion, the most important qualities a good supervisor should have are discretion, finesse and impartiality. Since a supervisor is usually responsible for a company, project, or business, etc., he will certainly meet many difficulties and problems and require him to make correct decisions. If a supervisor has not discretion and hesitate to solve the problems, he, of course, can't deal with them well, and he maybe lose some chances of business or cause greater damage because of his hesitation.
Besides discretion, I think a good supervisor should have finesse and impartiality. Usually a supervisor will supervise several employees. It is common there is some conflict of interest among the employees. How to make the employees get along with one another well is a task for a good supervisor. Generally speaking, if a supervisor treats his employees impartially, he can reduce or avoid the conflict of interest among the employees and make them work hard. Jinny was a supervisor in my company, when there was a chance of promotion in her department, she gave the chance to a employee who worked very hard, not to her relative who also worked in her department. All employees said nothing bad about the promotion but respected her.
As a supervisor, a person has to not only do his work well, but also manage his company or team well. In order to be a good supervisor, the most important qualities he should have are discretion, finesse and impartiality.",0.5058,0.4942,HUMAN
118.txt,"It may sound strange but my personal approach to learning things is a combination of learning by doing, by reading about things and listening to people talking about them. I consider that using all three ways (when given the opportunity) is the best way to gather as much information as possible about the respective thing.
Sometimes I do not have at hand all three ways of learning so I use whatever is best applicable for that specific case. If, for example, I have to learn about a theoretical subject that I need to use at my work, first I read all available bibliography on that theme, then I try to listen to other people’s opinion on that matter. Combining the two methods, I compare my understanding and possible questions regarding that theme with others comments and approach.
Another case would be when I have to learn a practical thing like playing squash. In this situation the most preferred way to learn is by doing. I would probably ask a trainer to show me how to play. After getting acquainted with the movements I may listen to others talking about their way of playing, in this way trying to use their tips and tricks of becoming a better player.
A case, in which I would combine all three ways mentioned above, is if I have to learn how to use software. Firstly I read instructions and documentation that comes with the software, and then I try to apply what I read. If I have difficulties getting the program to work properly, I ask people with more experience in the matter to show me how to do it, which means I learn by doing. This would also be the case when I learn by listening how others have used the software, what problems they encountered and what solutions they found.
As described above, I consider the best way to learn things is to combine all the methods available for a certain situation and use all information at hand to make the most out the learning process.",0.9998,0.0002,HUMAN
130.txt,"It is difficult to decide whether to build a business research center or an agriculture research center. As for me, I personally prefer to construct the agriculture research center in my country, China. There are two reasons for my position; the agriculture is very important to my country and the less young people like to work in the agriculture.
First of all, the agriculture is very important for my country. The large population cause my country to have the problem that there are still lots of people cannot eat enough food. If we do not improve our country's agriculture technology, it will be hard to resolve the food problem. So building the agriculture research center can offer us more information about the development technology and help us to produce more food. We can learn lots of other developed country's advantages through researching and use this information to advance our country's agriculture. Thus, the agriculture research center can give us many benefits.
Another reason is that the young people begin to ignore the agriculture in my country. They do not like to study agriculture, because they think they cannot earn a lot of money by learning agriculture. The flourishing business attracts them. Especially in villages, everybody wants to work in the city, and nobody care the corps. It causes only the old experts continue to study the agriculture, no new persons can help them to think the problems. The old experts have limited knowledge. They are hard to get the new things. If more young persons can be volunteers to work for agriculture, more problems will be resolved quickly. There, the young people need to realize the importance of agriculture, because they can make more profits in agriculture.
In short, people have different perspectives on building a business center or an agriculture center. However, I am convinced that we need to build the agriculture center. Following my country's situation, the question that whether the people can eat enough or not is the most important things. Therefore, the ignorance of agriculture will make our country go to the famine country.",0.9988,0.0012,HUMAN
124.txt,"""People are never satisfied with what they have; they always want something more or something different."" I would have to agree with that statement entirely. No matter how many goals we have or how many things we own, as human beings we always want more, need more. Our lives would not be full if we weren't that way. The statement above applies to many angles in our lives such as material wants and needs, emotions, the need of achievements and etc'. In this essay I will give different reasons as to why I agree to the above statement, using some of the angles to which it applies.
The dissatisfaction and the permanent need, and want starts in a very young age. Even while we are babies we want this toy, and that doll and no matter how many of them we have we always ask for more. Scientists say that when a baby is given a familiar toy, he will play with it, but after awhile he will get used to it and become less enthusiastic. While on the other hand when a baby is given a new toy, he will have to play with it for a couple of days, he will be very interested until again he will get accustomed to it and a new toy will take its place. Things that we don't own or didn't see before look more attractive to us than the ones that we have.
Once we grow older our goals become a little less material. A daughter or a son might want to get their mother's approval and their father's pride. They may achieve that with high marks and good behavior. Though some children will be in need for attention and do just the opposite. As children or teenagers we all know the feeling of a proud parent, the satisfaction that we feel after we saw a parent's proud smile. That makes us feel happy and right away we want to feel that again. We crave to be successful and happy first and for most for ourselves, and second is to make people, which we love, proud. And through the years that craving becomes stronger and with every goal we accomplish, we reach towards a higher target for the simple reason of feeling needed, taken pride in, and respected. And no matter how many goals we achieve, we will always persist on finding new ones just to accomplish them all over again.
Some people say that a rich person has everything. That is entirely untrue. A rich person might have a very large amount of money, but that only means he has a bigger chance of getting what he wants for money. That doesn't mean that, that person doesn't have any needs or wants beyond objects, which he can buy for money. That person may want to loose wait but never succeeds, or he may want to get that beautiful girl, but she goes only for looks and not for money. For that person the amount of time to be happy may be much longer then yours. The bigger amount of things we have the more amounts of them we want.
In my opinion life will not be worth living without goals. It would be unexciting and that is why we always want something more and something different from what we wanted before. Otherwise all of our goals will be accomplished; imagine your life without any wants or needs, imagine your life when you have everything you ever wanted… I think such life would be very boring and dull. If you have no goals you have nothing to do, you have nothing to want, you have everything. Why would you do something while your life is ""perfect""? The fulfillment will fade away and you will start looking for something different which will bring you to a new goal. Humans cannot live without any ambitions. And that should be a fact.",0.9996,0.0004,HUMAN
125.txt,"Books are an important part of many people's lives in the world today. With such a wide variety of topics that books are written on; they can be broadly classified into fiction and non-fiction. These two types each have their own merits and it would not be fair to only read about 'real events, real people' when there can be so much to learn from imaginary events and people.
Non-fiction has greater practical value in the 'real' world and the information gleaned can be applied intensely at home, at work or in school. Various topics of interest can be researched easily and a greater knowledge level can be obtained. Yet the disadvantage of non-fiction lies in the fact that nothing happens to excite the mind and spirit. In short, many people find these books 'boring' since only facts are provided. However well written the book may be, in the end it leaves little room for the imagination. Consequently this is an area where fiction excels.
With various stories on different characters, places, fantastical storylines and evil villains, the journey through fictional books can be one filled with adventure and excitement. The reader may be left with ideas that will serve in many areas. Fiction provides great scope for the mind to think creatively. In fact, many of books written to portray 'imaginary' events or characters can educate and send a subtle message through the book. This effective technique has been used successfully by a large number of writers. Yet it is true that many people cease to enjoy fiction, as they grow older failing to see its importance in the world. This perspective is not entirely untrue because dragons, castles or evil aliens will not help an engineer in any way as it might help him spend the same time by reading about how a particular bridge was constructed in Germany.
Therefore, both non-fiction and fiction provide an equal number of opportunities for people to cultivate their mind. The best solution, it would seem is to read both fiction and non-fiction and have the best of both worlds.",0.9985,0.0015,HUMAN
131.txt,"Sports have always been an unseperatable part of a schoolchild's life. But does it really do so much good after all? This is the topic we are going to talk about today.
First of all advantages, the most obvious one is probably the effect a moderate amount of exercise has on the child. Experience shows that children who exercise regularly are more attentive in class than children who never exercise. I remember that I felt a lot more concentrated in class when I was in fourth grade, when I was in a soccer team, than in fifth grade, when I dropped out and stopped exercising entirely. Exercise also has effects on a child's confidence, both in the means of shaping the child's body and giving the child a competition-conscious mind. For example, one of my best friends spent a lot of time on track when she was in primary school, ending up being among the tallest girls in school and having a somewhat superior feeling being able to run faster than anyone else.
But too much sport or improper guidance can be harmful. Being too involved usually ends up in the child feeling tired all the time or taking up too much time that was originally meant for study or play. Children can easily get too worked up in competitions and if this goes without steering, the child may develop wrong views towards winning and losing and life in general. It may also be harmful towards a child's body. Gymnastics, for instance, is known to be harsh towards the gymnasts, usually ending them up small and short. Many sports are dangerous, and children may be crippled when injured in the course of game.
So what attitude should we take up when we are facing such a question? As I see it, children's sports, despite the dangers, should be supported. After all, a moderate amount of sport is essential for a healthy child, and really getting involved in a sport can help build a child's reflexes, skills in sports in general, not to say the understanding of teamwork. So, spending lots of time on sports should be a good sign for young children. It means that these children are learning young what they will need to know all their lives.",0.9957,0.0043,HUMAN
